id,name,nickname,review_content,rating,write_date
y_134_001,전주 아미르,영준이123,"제가 살면서 다녀본 숙박업소중 금액대비 서비스 및 친절도, 건물, 룸 내부 컨디션 전부 최고입니다. 일단 체크인 후 입장하면 사장님이 주전부리를 주시는데 그게 또 굉장히 맛이 있습니다. 제가 이용했던 방은 끝 쪽 방이었는데 방음도 굉장히 잘 되고 요즘 숙박업소 보다 기능적인 부분은 훨씬 좋은것 같아요. 또 연박을 하게 되면 내가 필요 할 때 청소를 해주시는 것 또한 정말 사소한 친절인것 같습니다! 그리고 건물 입구에서 진짜 1분도 안되는 거리에 편의점이 있어서 정말 편리합니다! 좋아요",5,1개월 전
y_134_002,전주 아미르,강렬하고활발한대관령,전주오면 아중에서 숙소잡고 노는거 좋아하는데 주말인데도 가격이 저렴하면서 침구류 깨끗해서 좋네요 사장님 친절하시고 주차장이 매우 넓어서 주차걱정이 없었어요 시설이 노후된면이 좀 있지만 관리는 깨끗하게 하셨고 방도 크고 침대시트 깨끗해요 전주오면 아중에서 숙소잡고 노는거 좋아하는데 주말인데도 가격이 저렴하면서 침구류 깨끗해서 좋네요 사장님 친절하시고 주차장이 매우 넓어서 주차걱정이 없었어요 시설이 노후된면이 좀 있지만 관리는 깨끗하게 하셨고 방도 크고 침대시트 깨끗해요,5,2개월 전
y_134_003,전주 아미르,kdh112,함께 놀러가서 시간이 늦져 급하게 잡은 숙소 아르미....♡♡♡♡♡~~~~~♡♡♡♡♡~~~~~♡♡♡♡♡~~~~~♡♡♡♡♡~~~^^♡♡♡♡♡ 친구랑 둘이 오랜만에 온 여행지에 급하게 잡다보니 기대는 안했는데^^ 생각보다 방도 깨끗하고 사장님도 매우 친절하시고 너무 편하게 쉬였다 온 아르미 숙소^^~~~~♡♡♡♡~~~~~♡♡♡♡♡~~~~~♡♡♡♡♡~~~~~♡♡♡♡♡~~~~~♡♡♡♡♡~~~~~담에 놀러가게 되면 또 이용할께요,5,2개월 전
y_134_004,전주 아미르,eilene,1. 일단 주차장은 크고 널럴해 보입니다. 룸당 1차정도는 주차가 가능해 보입니다... 2. 룸의 청소상태는 비교적 깨끗한 편입니다. 제일 중요한 침구시트와 베개 시트 매일 하얀새거로 갈아주는듯 합니다. 깨끗합니다... 3. 욕실의 물도 온수와 냉수 다 시원하게 잘 나오는 편입니다. 수압도 괜찮았고요.. 4. 단독건물이라서 청문을 열면 시원합니다..경관도 좋고요.. 전반적으로 가격대배해서 만족합니다. 전주에 츨장 올때마다 이용하곤 하는데..이제 내 집처럼 펀안하군요.. 사장님 사업 번창하이소~~,4,8일 전
y_134_005,전주 아미르,씨에스테크,"전국 각 지역을 방문하며 서비스업을 다니면서 숙박 후 남기는 숙박업소 리뷰입니다. 1. 가격대 : 아주저렴 2. 주차장 : 넓고 여유로움 3. 주변상권 : 가까운 거리에 식당이 즐비함 3km이내 전주한옥마을이 있어 볼거리, 즐길거리, 먹거리 많음 4. 객실상태 : 청결하며 냄새 전혀없슴 5. 서비스 : 로비에 아메리카노 및 믹스커피 비치 6. 에어컨, 공기청정기, 커피포트, 냉장고 완비 객실내의 TV화면이 커서 영화 보는듯한 느낌 전반적으로 깨끗하고 청결상태 매우 양호하며 재방문 의사 충분함 조용히 푹 쉬었다 가게되어 좋은 기억으로 남게 된 숙박업소입니다.",4,12일 전
y_134_006,전주 아미르,위얼라이,장점은 가격이 저렴하다는 것입니다 급하게 잡느니라 주변 대비 저렴해서 좋았어요 침대는 깨끗했어요 전 침대만 깨끗하면 좋다는 생각이라 너무 좋았습니다 아쉬운건 쇼파 옮겨서 티비시청하려고 보니 쇼파아래에 먼지가 한가득…? 조명이 빨간색이라 너무 신기해서 한동안 웃었어요ㅋㅋㅋㅋㅋ 사장님 아무래도 연세가 있어서 툭툭 내뱉는 말투이시고 텔 내에 따로 전자레인지 없어서 나가서 음식 데울려고 하니 카운터 내 전자렌지 돌려주신다고 하셔서 전 츤데레라고 생각했어요 저는 이가격이면 나쁘지 않다고 생각했는데 호불호 갈릴 것 같네요 전반적으로 잠만 자실 분들은 가성비 만점이지만 청결을 중요시 여기시는 분들께서는 조금 만 더 내서 다른 곳 알아보시는게 좋아요,4,19일 전
y_134_007,전주 아미르,박출장유목민,정말 깨끗하고 좋아요 화장실도 깨끗하고 냄새도 안나고 좋았습니다 베개 이불도 냄새가안나고 육안상으론 깨끗해보입니다 방냄새도 담배쩐내가 많이나지않아 만족스러웠고 비품들도 깨끗해보였습니다 수건도 깨끗하고 냄새도 덜하고 수건도 넉넉히주셔서 잘썼습니다 티비도 잘나오고 좋았던거같네요 다음에 또 올수있으면 여기로 와야겠네요 사장님도 친절하시고 충전기도 충전도 잘돼고 좋습니다^^ 출장때문에 이지역을 가끔오는데 올때마다 여기로 오고싶습니다 주변에 먹거리도 많이있고 편의점도 많고요 주변인프라가 괜찮습니다,3,1개월 전
y_134_008,전주 아미르,eilene,1. 일단 주차장은 널럴합니다..몇번 방문했는데..주차못시킨적은 한번도 없었습니다. 2. 룸의 청소상태는 비교적 깨끗한 편입니다. 제일 중요한 침구시트와 베개 시트느 매일 하얀새거로 갈아주는듯 한데..이불은 아닌것 같습니다. 더러웠습니다. 3. 욕실의 물도 온수와 냉수 다 시원하게 잘 나오는 편입니다. 수압도 괜찮았고요.. 욕조가 있어서 좋았습니다.. 전반적으로 가격대비해서 만족합니다..같은 가격이라면 다음에 또 이용할 의사 있습니다.. 사장님 사업 번창 하이소~~!!,3,2개월 전
y_134_009,전주 아미르,키위뚱이,주말에 전주 숙소 가격중에 가장 저렴해서 하루 묵으러 왔습니다. 숙소 시설은 전체적으로 세월의 흔적이 느껴진거 같아요. 저는 침대시트만 깨끗하면 만족하는 성격이라 잠은 잘잤어요. 주차장이 넓어서 주차하는데 어려움이 없어서 좋았어요. 화장실은 약간 쾌쾌해서 환기가 좀 필요한거 같아요.청결이 중요시한 사람들은 좀 깐깐하게 볼거같습니다. 숙소내부 크기는 전체적으로 넓어서 좋았어요. 화장실 만 빼고 전체적으로 만족했습니다. 주말에 3만5천원 숙소중 최고에요.,3,1개월 전
y_134_010,전주 아미르,eilene,1. 일단 주차장은 크고 널럴합니다. 룸당 1차정도는 주차가 가능해 보입니다... 2. 룸의 청소상태는 비교적 깨끗한 편입니다. 제일 중요한 침구시트와 베개 시트 매일 하얀새거로 갈아주는 깨끗합니다... 3. 욕실의 물도 온수와 냉수 다 시원하게 잘 나오는 편입니다. 수압도 괜찮았고요.. 4. 단독건물이라서 청문을 열면 시원합니다..경관도 좋고요.. 5. 1층에서 안내하시는 분도 친절하십니다.. 전반적으로 만족합니다. 다음에 또 방문할 의사 있습니다..,3,5개월 전
y_134_011,전주 아미르,eilene,1. 일단 주차장은 크고 널럴합니다. 룸당 1차정도는 주차가 가능해 보입니다... 2. 제일 중요한 침구시트와 베개 시트 매일 하얀새거로 갈아주는 깨끗합니다... 청소는 그렇게 깨끗하게 하지 않느것 같습니다..방과 구석구석에 먼지가 많이 보입니다 3. 욕실의 물도 온수와 냉수 다 시원하게 잘 나오는 편입니다. 수압도 괜찮았고요.. 4. 단독건물이라서 청문을 열면 시원합니다..경관도 좋고요.. 전반적으로 가격대비해서 만족합니다. 다음에 또 이용할 의사 있습니다,4,6개월 전
y_134_012,전주 아미르,eilene,난 다른건 상관없고.. 침구상태만 깨끗하면 굿입니다. 여기 모텔은 침대시트와 덮은 이불은 하얀걸로 매일 갈아 주는듯은 합니다. 그래서 마음에 들고요.. 한가지 더 좋은 점은 욕조가 있는게 마음에 듭니다. 요즘 다니다 보면 물을 많이 사용할까봐 그런건지 욕조를 아예 없애버린 숙박업소들이 많습니다. 그런데 여긴 욕조가 있어서 좋습니다. 그밖에 룸에 청소상태는 그럭저럭 하룻밤 묶을 만 하고요 .주자창이 커서 항상 주차시킨느데에 애로사항이 없다는 점이 마음에 듭니다...,3,3개월 전
y_134_013,전주 아미르,암울한음악,딱 그 이용료만큼의 숙소였어요. 불편한 점은 없었습니다. 또 한번 들를게요~~~,3,7일 전
y_134_014,전주 아미르,수야유니,첫날 숙소방문부터 사장 반말로시작 리뷰를 안믿는 스타일인데 들어가보니 역시 걸러야한다는 전라민국맞는듯 타올부터 15년은 묵힌거마냥 누렇고 이불에 핏자국부터 담배빵까지 담배쩐내는 얼마나 나는지 빠지지도 않음 연박이라 키 맡기면 청소해준다는데 외출 후 방에오니 이불에 담뱃재까지 추가옵션 등장 벽이란 벽에는 곰팡이부터 거미 두마리까지 한방에 ㅋ 야식먹으려고 먹거리 사왔는데 데운다고 전자렌지 찾는데 카운터 안에 있는거부터 맘에 안드는데 데워준다고 받아가서 먹는음식 맨손으로 쪼물거림싀바ㅡㄹ 베개 바꿔치기로 드러운 베개 가져다놓고 하지도 않은 염색했다고 돈내놔라 시전 수건에선 쉰내 가득 위생부터 친절도까지 뭐하나 빠지는거없이 최악 중 최악임 전국을 다 따져도 전라디언 따라올곳 없는듯 다시는 안감 전라디언 역겨워서 두번다신 안갈듯 역겨운 증거자료 많은데 너무 많아 다 못찍은게 아쉽,0,11일 전
y_134_015,전주 아미르,그랑땡동,"무더위와 폭염속인 요즘 잘 쉬다가 갑니다. 전주에 한옥마을 구경차 방문했어요. 주변이 생각보다 조용한 편이라 소음없이 잘수가 있어서 마음에 들었습니다. 이숙소의 장점은 가성비 숙소라는 것입니다. 주말인데도 불구하고 다른 주변 숙박시설보다 저렴하다는 것입니다. 그러나, 숙소는 조금 오래됬다는것이 눈에 보이며 청소는 그렇게 깔끔한 편은 아닌것 같습니다. 그리고, 차로 한옥마을까지 10분정도 밖에 걸리지 않아 맘에 듭니다. 배달시켜먹을곳도 상당히 많아서 만에 듭니다.",5,10개월 전
y_134_016,전주 아미르,soyoon아빠,전주출장때 자주이용합니다 가성비짱,4,2일 전
y_134_017,전주 아미르,GC14995995064,전국을 돌아다니는 화물차기사입니다 오늘도 일하러전주갔다가 저렴한 모텔찾다가 발견한모텔을 들어갔습니다 우선 화물차타는기사들은 트럭이라 주차하기가 편해야하는데 모텔앞 주차공간들이 많아서 편리했으며 모텔바로옆 편의점2개 국밥집.마트.중화요리.식당등 편의시설이 즐비해있어서 이용하는데 참편리했으며 무엇보다 혼자이용하는데 가격이저렴했고 객실도 가격대비 에어컨빵빵.티비채널겁나많고 수건등.로션.칫솔치약등 있을건다있고 편하게 잘쉬다갑니다.담에도 전주갈일있으면 무조건 예약할 계획입니다 ^^,4,10개월 전
y_134_018,전주 아미르,아이폰플립75,생수2병 있고 평범합니다. 인터넷 무선 와이파이는 있는듯 하고요 컴퓨터와 티비는 별로 큰편이 아니라서 안켜봤습니다. 에어컨 나옵니다.,5,9개월 전
y_134_019,전주 아미르,채동욱,2/22~2/23일 아이와 전주여행 전주동물원갔다가 추워서 저녁먹고 전주한옥마을 야경보고 숙소를 검색하여 입실하여 욕조에서 물받아서 아이놀고 근처 편의점에서 군것질을 사서 넷플릭스보면서 즐거운 하루를보내고 다음날 다시 전주동물원과 전주역사박물관 투어와 함께 전주비빔밥인 비빔소리에서 점심을 먹고 알차게 전주여행을 마무리했습니다. 저렴한 비용으로 숙박을 이용하고 즐거운 여행이되었어요 사장님이 친절하시고 주차장이 넓어서 주차공간이 부족하지않아서 좋아요!!,5,4개월 전
y_134_020,전주 아미르,soyoon아빠,가격대비 괜찮아요 ㅋㅋ,4,13일 전
y_134_021,전주 아미르,장인파,사장님 친절하시고 방도 괜찬습니다,5,7일 전
y_134_022,전주 아미르,eilene,1. 일단 주차장은 1층에 있는데 .비교적 큰 편입니다.. 2. 룸의 청소상태는 비교적 깨끗한 편입니다. 제일 중요한 침구시트와 베개 시트는 매일 하얀새거로 갈아주는덧 같습다. 깨끗합니다... 3. 욕실의 물도 온수와 냉수 다 시원하게 잘 나오는 편입니다. 수압도 괜찮았고요.. 4. 단독건물이라서 청문을 열면 시원합니다..경관도 좋고요.. 5. 1층에서 안내하시는 분도 친절해 보이십니다.. 가격대비해서 만족한 편입니다..다음에 또 방문할.의사 있습니다..,4,6개월 전
y_134_023,전주 아미르,유쾌하고바람직한페리,좋습니다~~^^~~,4,12일 전
y_134_024,전주 아미르,첨예한팔라딘,진짜 여행하면서 이렇게 ㅆㄱㅈ없는곳은 처음봄 진짜 주인할매 인성 안좋음 다시는 여기올일없음 3박4일연박했는데ㅡㅡ청소해준다고 키맡겼는데 똑같았음 청소안되어있음 그냥 쓰레기만버리는거뿐임 먼지그대로...물도 냉장고에 하나도안채워놓고 그냥최악임..에어컨에서 소리나서 시끄러워서 잠도계속깸...욕실타월도 사람들이 썼던거 그데로 나둬있음 그거 쓰라고ㅡㅡ 진짜 살면서 이런곳첨봄 할매때문에 기분안좋은 여행이였음 진짜인성고치시고 그렇게 장사하지마세요,0,12일 전
y_134_025,전주 아미르,청결최고,당장 리모델링이 무조건 필요한 상태입니다. 인테리어 상태가 오래되어 문제가 있는것이 아니라 세월에 흐름으로 형성되어 토착화한 때?들이 너무 많이 전 구역에 형성되어 있고 문을 열고 들어가면 여인숙에서 느낀 퀘퀘한 담배와 곰팡이 냄새가 들어오고 신발을 벗고 첫발을 올리면 대리석에 형성된 누린 때로 얼룩덜룩한 바닥 이러한 이유로 심플한 리모델링이 너무 절실하게 필요한 모텔입니다. 그리고 주인 어머님에 응대는 젊은 사람들에게 불편을 느끼게 할 수 있어요. 반말은 하지마시고 친절하게 응대해주세요. 그런데 만약 단순히 저렴한 모텔을 원한다면 이곳이 아중리에서 가장 저렴합니다. 연인과 함께 이용하려고 한다면 비추천이지만 저렴한 모텔을 단순히 원하면 이곳이 최고입니다.,1,11개월 전
y_134_026,전주 아미르,정직하고독특한접촉,딱 가격만큼의 시설에 청결상태는 더신경써주셔야할듯,2,1개월 전
