id,name,nickname,review_content,rating,write_date
y_93_001,전주 카마호텔,살감자,프론트 직원들도 친절하시고 객실 문을 열었을 때 향기로운 객실향이 좋았어요. 닌텐도 객실 이용했는데 마리오카트랑 마리오파티신작 했습니다. 침대도 편하고 전주오면 여기로만 다니려구요!! 예약이 항상 빨리 끝나는거 같아서 늘 미리미리 예약해야 할것 같습니다. 편히 쉬다 가요!!,5,9일 전
y_93_002,전주 카마호텔,유머러스하고신나는아마존,"전주 중화산동 카마호텔에서 1박 했습니다. 전반적으로 깔끔하고 청결 상태는 만족스러웠어요. 침대도 푹신하고 편해서 숙면 취할 수 있었습니다. 다만 욕실 세면대에서 물이 잘 내려가지 않아 불편했어요. 이런 부분은 개선이 필요해 보입니다. 조식은 나쁘진 않았지만 기대보다는 평범한 편이었어요. 위치도 좋아서 주변 접근성은 괜찮았고, 조용한 분위기에서 쉬기에 무난한 호텔입니다.",4,1개월 전
y_93_003,전주 카마호텔,핑구엄,"출장때 여러번 방문했어요. 우선 객실이 매우 청결하고 냄새도 없었어요. 수건, 비품들도 잘 제공되어있고 매트리스 편합니다! 아침에 간단한 조식이 준비되어서 출장인에게 강력추천!!!",5,18일 전
y_93_004,전주 카마호텔,정*****,객실 포근&아늑 한 분위기라 뭔가 푹 쉬어지는 느낌! 특히 침대가 폭신폭신해서 넘 좋았어요 종일 여기저기 돌아다니느라 피곤했는데 둘이 완전 꿀수면 하고 일어났어요ㅎㅎ 샤워기 수압도 빵빵해서 완전 시원 ㅋㅋㅋㅋㅋ 어메니티도 잘 준비되어 있어서 치약 놓고갔는데 잘 썼어요 저녁에 '남부야시장' + '막걸리골목' !! 신나게 놀고 다음날 '한옥마을' 까지 세곳 모두 카마호텔이랑 가까워서 너무 편하게 잘 놀다왔어요!,5,1개월 전
y_93_005,전주 카마호텔,시애틀앨빈,"충분한 어메니티 만족했습니다. 객실 청소 상태 또한 만족했는데요. 머리카락 하나 보이지 않을 정도로 청결했습니다. 또한 따로 나와 있는 세면대는 정말 유용했던 것 같아요. 양치질이나 간단히 손 씻을 때 누군가 욕실을 사용하면 불편한데, 이곳은 따로 세면대가 나와 있어서 정말 편리했던 것 같아요. 개인적으로 이런 객실 타입이 좋더라고요. 그리고 안락한 매트리스까지 편안했습니다. 환절기임에도 난방이 잘 되어서 그런지 쾌적하게 쉬었고요. 적당한 크기의 TV 또한 OTT를 즐기기에는 충분하였던 것 같습니다. 가성비 있게 잘 이용한 것 같아 만족했습니다. 다음에도 기회가 된다면 또 이용하도록 하겠습니다.",5,4개월 전
y_93_006,전주 카마호텔,비니셋맘,방을 무료로 업그레드해주셔서 기분이 좋았습니다 주위에 편의점 음식점등 편의시설 좋았구요 룸 컨디션도 좋았습니다 침구가 편해서 좋았는데 움직일때마다 소리가 나는게 쫌 거슬리는정도...충전기가 없어서 당황했네요 조식도 좋았습니다,4,2개월 전
y_93_007,전주 카마호텔,십장님,11월1번째 숙박입니다 동료분들이 추천으로 출장시 마다 계속 이용합니다 전체적인 분위기는 좋습니다. 인테리어도 깔끔하고 시설도 노후화된 느낌은 들지 않았습니다. 방도 가격대비 아주 좋은 느낌이 나는것 같습니다 업그레이드도 해주시고 딱 비흡자분은 딱입니다 담배 냄새가 없어 더 좋을거같아요 개인적으로 조명이 환해서 좋아습니다 주변 맛집이 많아 대박 맛있어요 암튼 가성비 좋은 숙소입니다 아침에 조깅도 할수있습니다 900미터정도 가면 하천가가 있어요 다음 출장시 또 이용할께요,4,7개월 전
y_93_008,전주 카마호텔,십장님,11월1번째 숙박입니다 동료분들이 추천으로 출장시 마다 계속 이용합니다 전체적인 분위기는 좋습니다. 인테리어도 깔끔하고 시설도 노후화된 느낌은 들지 않았습니다. 방도 가격대비 아주 좋은 느낌이 나는것 같습니다 업그레이드도 해주시고 딱 비흡자분은 딱입니다 담배 냄새가 없어 더 좋을거같아요 개인적으로 조명이 환해서 좋아습니다 주변 맛집이 많아 대박 맛있어요 암튼 가성비 좋은 숙소입니다 아침에 조깅도 할수있습니다 900미터정도 가면 하천가가 있어요 다음 출장시 또 이용할께요,4,7개월 전
y_93_009,전주 카마호텔,항상도전,"방도 깨끗하고 편의시설 좋고, 공기청정기 때문인인가 공기도 좋고, 조식도 나의 기준에서 굉장히 훌륭하였습니다.",4,1개월 전
y_93_010,전주 카마호텔,멀끔한질투,객실이 없어서 2pc로 예약햇는데 여기도 객실 컨디션이 깔끔하고 좋네요~~ 욕조도 잇어서 덤으로 반식욕으로 피로를 풀수잇어서 굿~ 아침에 시간이 없어 급하게 나갓는데 조식먹을 테이블이 잇어서 간단하게 먹고나왓는데 넘 밋잇엇네요 과일도 잇고 ~~담에는 라면도 꼭 챙겨먹어야겟어요~외국인이 땀을 흘리면서 라면을 먹고잇엇는데 아쉬웟네요~~ 다음에 또 올게요,5,4일 전
y_93_011,전주 카마호텔,장가방,만족!대만족!시설이 깨끗해요,5,25일 전
y_93_012,전주 카마호텔,아바카시,"대로 변에 위치해있어 접근성이 좋아요. 가까이에 맥도날그, 스타벅스도 있고, 근처 식당도 맛있는데가 꽤 있더라구요~ 전주 막걸리 골목과도 가까워요! 데스크 직원 친절하시고, 티비 문제 생겼을 때 오셔서 고쳐주시면서 친절하게 설명해주셔서 편히 쉬다 갑니다!",5,4개월 전
y_93_013,전주 카마호텔,동진사마,아쉬운점은 있지만 객실 환기가 부족하네요,4,20일 전
y_93_014,전주 카마호텔,열정적이고탁월한코펜하겐공항,대체적으로 깨끗하고 좋네요 잘쉬었다 갑니다,5,12일 전
y_93_015,전주 카마호텔,퍼얼무공,저는 한달에 한번씩 전주예수병원에 가는데 여긴 처음 간곳이고 일찍 나가야 해서 아침 조식을 못먹고 전자렌지에 죽데우는데 근무하시는 분이 정말 친절하셔서 처음 들어갔을때 카운터에서 찝찝한 기분을 한방에 날려 보냈습니다 하여튼 3일날새벽에 조식준비하고 계신 직원 정말 친철해서 감사했습니다 ^^그리고 청결하고 깨끗했어요^^,4,6개월 전
y_93_016,전주 카마호텔,핑크공주3979,청결하고 잘 쉬고갑니다,4,10일 전
y_93_017,전주 카마호텔,출장인,깨끗하고 조식도 훌륭합니다.,5,2개월 전
y_93_018,전주 카마호텔,동진사마,항상 이용합니다좋아요,5,1개월 전
y_93_019,전주 카마호텔,뿡뽕빵뽕이,연박으로 잘 이용했습니다~,5,6개월 전
y_93_020,전주 카마호텔,출장인,깨끗하고 너무 좋습니다.,5,2개월 전
y_93_021,전주 카마호텔,살감자,시설도 깔끔하고 청소상태 좋습니다👍🏻👍🏻 아침에 조식이 제공되었는데 일찍 나가봐야 해서 조식은 못먹었어요. 주변에 다른 숙소들도 다 가봤는데 전반적으로 밸런스적으로 여기가 가장 좋아요.,5,2개월 전
