id,name,nickname,review_content,rating,write_date
y_69_001,전주 호텔마루,엄숙한지도자,두번째 이용했는데 첫번째 예약했을때 일반실 사진과 동일한 구조의 룸을 배정 받았는데 이번에는 방도 좁고 외진곳의 모텔 수준의 룸을 받았네요~룸의 사진의 보고 예약하는데 완전 다른룸을 배정받아 좀 어이가 없고 당황스러웠습니다~프론트에 문의할까 했는데 와이프가 그냥 넘어가자고 해서 묵었네요~그래도 방은 깨끗했고 냄새가 나지않아 괜찮았습니다~욕실상태도 깨끗햇고 수건 컨디션도 나름 좋았네요~침대는 좀 낮은감이 있었지만 매트는 괜찮았구요 다음 예약때는 안그러셨음 좋겠네요 수고하세요~,4,2개월 전
y_69_002,전주 호텔마루,Adjak,숙소 굉장히 깔끔하고 시설도 다 너무 좋았습니다. 불편한 점이 있을 줄 알았는데 오히려 더 편한거 같고 사장님도 너무 친절해서 좋았습니다. 일단 숙소가 너무 좋았습니다 연휴때 다 15~20넘는 방만 있어서 일단 여기가 7만원밖에 안해서 바로 잡았습니다. 그래서 별 기대는 안하고 들어갔는데 화장실도 엄청크고 욕조도 너무좋고 암막처리도 다되어있어서 진짜 잠도 너무 잘 잤습니다 당분간 전주 올껀데 별 일없으면 여기서 계속 지낼꺼 같네요 합리적인 가격에 좋은 숙소 감사합니다!!!!,5,2개월 전
y_69_003,전주 호텔마루,Adjak,"숙소 굉장히 깔끔하고 시설도 다 너무 좋았습니다. 2번째 이용인데 항상 좋은거 같습니다. 가장 좋은건 암막입니다, 빛을 확실히 가려줘서 아침에도 푹 잘 수 있습니다. 이번엔 조식도 이용해봤는데 우유 토스트 요플레 등 다양하게 있어서 간단하게 먹고 가기 좋았던거 같습니다. 그리고 2명이라고 하시니까 방도 되게 넓은 곳으로 바꿔주시고 조식도 따로 준비해주셔서 기분이 좋았습니다. 당분간 전주에 계속 올꺼같은데 별일없으면 계속 여기 이용할거 같습니다. 완전 숙소 좋았습니다:)",5,1개월 전
y_69_004,전주 호텔마루,까칠한아저씨넘버1,"전주 월드컵경기장으로 1박2일로 오시는 분들이 많을텐데 강추하는 호텔마루입니다 전주 혁신도시에 위치해있어 경기장에서 5km정도 위치라 접근성이 좋습니다 주차는 지상,지하로있어 40대정도는 넉넉히 주차가능한거같습니다 1층 인포에 남자사장님 친절하시고 인상도좋으십니다 오전7시~9시 엘리베이터앞에 간단한 조식코너가 준비된다고합니다(저는 자는라 못먹었습니다ㅜㅜ) 객실은 6층까지있는데 엘리베이터도 2대라 많이 기다리지않아좋습니다. 객실도 타업소보다 아주 넓은편이라 깜놀했네요 매트리스도 편하고 침구상태,청소상태 모두 깔끔했습니다 화장실도 넓고 세면대,욕조,샤워실,변기 다~따로 구분되어있어 너무 좋았습니다 그리고 주변 상권이 너무 좋습니다 편의점,식당,술집,카페.패스트푸드점 등등... 없는게없습니다 혁신도시에 숙박찾으시는분 가성비좋은 가족숙소로도 추천합니다 ps:전객실 금연룸이라 더욱 깔끔하게 관리되는곳인거같습니다 저는 다음에도 이용할께요~~~",5,13일 전
y_69_005,전주 호텔마루,까칠한아저씨넘버1,"3인가족이 전주월드컵경기장 축구경기 관람 후 이용한 호텔마루입니다 체크인18시 체크아웃12시 전주 혁신도시에 위치한 호텔마루 가성비 좋고 방도 다른곳보다 넓은편이였습니다 주차공간은 지상,지하로 늦은시간 체크인했는데도 불편함이 없었습니다 저희가 배정받은곳은 6층이였고 각층마다 전자레인지가있어서 편리해보였습니다 트윈룸이라 그런지 수건도 넉넉하고 생수도 넉넉히 준비되어있었습니다 더블침대가 2개 4인가족이 와도 넉넉히 쓸수있을 크기였습니다 욕조도 정말~커서 초4아들이 반신욕하며 씻기 좋아서 너~무 마음에 들었습니다 세면대도 2개 침대옆으로는 붙박이장이있고 에어드레서도 비오는날이라 잘 이용했습니다 ps:축구경기 끝나고 10시쯤 체크인만하고 나가서 늦은식사겸 소주한잔 하고들어와서 씻고있는데 시끄럽다는 민원들어왔다고 전화와서 깜놀했네요(606호가 복도까지 시끄러운소리나든데요)",5,13일 전
y_69_006,전주 호텔마루,독감사행,"완주에서 넘 바쁘게 보내다 보니 정작 호텔 사진이 없어 호텔 전경 사진은 구글의 도움을 받았습니다. 호텔의 정확한 위치는 완주인데, 전주 혁신도시 내에 있어 그냥 전주로 여겨도 될 듯합니다. 숙소를 선택할 때 중요시 여기는 것 중 하나가 주차장 규모 여부인데, 마루 호텔은 주차장이 넓어서 주차하기 편합니다. 치약, 칫솔만 없고 디른 건 구비되어 있습니다. 이름은 호텔이지만 대실이 가능하니 괜찮은 모텔이라 여기시면 됩니다. 체크인이 6시 이후라 체크인 후 바로 저녁 먹으러 가면서 전경 사진 찍는 걸 깜빡했습니다..;; 아침엔 1층 엘리베이터 옆에 간단 조식이 가능한 빵이나 음료가 준비 되어 있어 좋습니다. 숙소 위치가 혁신도시 내에 있어 주변에 먹거리가 많이 있어 저녁 사먹고, 산책하는 것도 좋더군요. 전주 여행시에 들리는 한옥마을, 풍년제과, 전주박물관,공기마을 편백숲길 등이 20분 거리내 에 있어서 전주 여행시 가성비 좋은 숙소로 괜찮은 선택 중 하나입니다.",5,12개월 전
y_69_007,전주 호텔마루,꺼*****,전주 혁신도시에 위치하여 주위에 식당과 먹을 곳이 많음. 혁신도시 숙소답게 넓고 시설도 매우 양호했음. 주위에 맛집이 많아서 다 먹어보기엔 어려움이 있음. 전주 한옥마을까지는 차로 이동해야하고 시내와는 조금 거리가 멀지만 그래도 숙소가 편해서 좋았음. 내외부 인테리어도 준수했고 사장님도 친절했음. 주차도 편리하게 할 수 있었음. 다만 샤워화장실이 유리로 되어있고 침대 바로 옆에 있어서 조금 부끄러운 분들은 있을듯함. 볼일볼때 자세한 소리를 들을 수 있으므로 주의를 요합니다. 그외에는 청결이나 시설 모두 맘에 듭니다.,4,1개월 전
y_69_008,전주 호텔마루,구서뿡뿡이,매번 이용 할때마다 항상 친철하고 너무 좋습니다 잘 쉬고 갑니다 ㅎㅎㅎ 방 상태도 좋고 청결해서 잘 쉬었다가 갑니다 ㅎㅎㅎ 조만간 또 이용할 생각 입니다... 좋습니다. 좋습니다. 좋습니다. 사장님 만났을때 친철하시고 서비스도 좋으세요!!! 전국 출장 다니고 있는데 주차에 문제가 많은데 주차장도 넓고 좋아요!!!다음에도 방문 할때 또 오겠습니다!!! 모두들 이용하시고 또 이용하세요 너무너무좋아요 굳굳굳 또이용할께요 너무너무 좋아요 굳굳굳굳 또 이용할께요 다음에 봐요,4,10개월 전
y_69_009,전주 호텔마루,보들보들슈슈,혁신도시가 대부분 숙박시설들이 깔끔한것같아요. 출장오면서 추천받아 이용한 숙소인데.아주 만족합니다. 혁신도시가 대부분 숙박시설들이 깔끔한것같아요. 침구상태도 폭신하고 보송해서 좋습니다. 다만 먹던물이랑 창문틈에 담배가 있어 좀 그부분은 찜찜했어요. 청소가 좀더 꼼꼼히되면 좋겠어요. 온수도 펑펑나와서 따뜻했구요. 수압도 좋아요~~ 욕조도 넓고 편안했어요~~ 침대랑 침구도 푹신하고 편안했습니다. 탁자가 있어서 간단하게 뭐 먹기도 좋아요. 연박인데 청소도 계속 해주셔서 좋았어요~~~~,4,4개월 전
y_69_010,전주 호텔마루,보들보들슈슈,들어가면 군더더기없이 깔끔하고 청소상태라던지 침구상태 좋습니다. 항상 출장올때 이용하는 숙소입니다. 방이 넓어서 좋아요. 침대도 생각보다 편안했습니다. 탁자가 있어서 간단하게 뭐 먹기도 좋아요~ 욕조도 넓어서 좋았구요 편했습니다. 근처에 산책하기 좋고 야경도 이쁘네요 주차시설도 편해요!!! 근처에 맛집도 많아서 나가서 뭐 먹고 들어오기도 편하고 역이랑도 가까워서 교통편이 매우 좋습니다. 직원분들도 친절하게 응대해주셔서 기분이 좋았어요~ 다음에 방문 또 할께요,4,1개월 전
