id,name,nickname,review_content,rating,write_date
y_50_001,전주 마리 - 터미널점,욜로스타,해당 지역 첫 방문해서 하루 자는 방 컨텍 중 우연히 찾게 된 숙소로 만족스러운 모텔이었습니다 물론 여기어때로 예약해서 제공되는 쿠폰을 사용하여 보다 저렴하게 휴식을 취한 숙소이지만 불편하다고 느낄 점은 없었습니다!! 완벽한 컨디션의 숙소는 아니지만 모텔이 호텔도 아니고 완벽을 바라는 건 어리석은 생각으로 단순 휴식을 취해서 다음날 위해 하루 보내기엔 만족 했습니다 1. 숙소 위치 : 접근이 어렵지 않음 2.금액 만족 : 전국적 모텔 비용이 많이 비싸다 생각하지만 이번 금액은 적절함 3.친정도 : 사장 및 직원분의 대응이 친절함 4.객실내 향 : 강한 디퓨저냄새가 느꼈으나 담배향을 가리기위한 것인지 알 수 없지만 좀 더 객실 내 금연에 대한 관리 필요 5. 침실 상태 : 보이는 부분은 정리 및 청소가 잘되어있으나 침대 아래 책상 아래 부분은 좀 더 관리 필요 6. 화장실 상태 : 물 곰팡이는 크게 보이지 않게 잘 관리 되어있는것으로 보이나 수전 노후상태 거울 물때 관리가 필요,4,2개월 전
y_50_002,전주 마리 - 터미널점,전주차르봄바주먹,객실청결상태매우우수했고침대가아주편해서숙면을취할수있었습니다.욕실도물때하나없이깨끗하고수건이폭신폭신해서기분좋았어요.에어컨작동도정상이고티비화질좋고냉장고정리도깔끔했어요.소음없고주차도편리해서좋았습니다.직원분들도친절하고응대가빨라서불편함없이지낼수있었습니다.전반적으로만족스러운숙박이었고다음에도다시이용하고싶다는생각이드네요.좋은가격에좋은서비스까지받아서기분좋게머물렀습니다,5,2개월 전
y_50_003,전주 마리 - 터미널점,성쩡,잘쉬다 왔어요!!! 우연히 그냥 호다닥 예약했는데 묶기 딱 좋았습니다!! 사장님도 친절하시고 객실 청결상태나 이런부분도 문제xxxxx 항상 담배냄새 신경 많이 쓰는데 그런 부분도 전혀 문제 없었고요!!!!! 저는 만족했습니다 리뷰 보고 믿고 방문 하셔도 좋을꺼 같아요 ㅎ 리뷰 평점이 높은데는 그만한 이유가 다 있는법 위치적으로도 괜찮고 주변에 마트도 있고 다 괜찮았습니당 잘묶고 잘쉬다 가요 다음에 기회되면 또 묶으러 올게요 감사합니다~~👍🏻🩵❤️🤍🩵🫢 번창하세요~,5,1개월 전
y_50_004,전주 마리 - 터미널점,쿨리774,급하게 리뷰만 보고 잡은 숙소였는데 너무 만족합니다~!^^ 전주에서 최고인듯합니다^^ 룸은 조용하고 침대로 적당히 푹신했고 화장실도 청결했습니다.^^ 주차는 편하게 주차했고 TV도 엄청 난 크기였습니다^^ 주변에 먹을거리 많습니다.전일갑오!^^ 전체적으로 호텔 관리나 서비스도 친절하시고 좋은 기분을 느낀 숙소입니~!^^. 감사합니다~^^ 담번에 재방문 하고싶네요~! 전체적으로 호텔 관리나 서비스도 친절하시고 좋은 기분을 느낀 숙소입니~!^^.,5,1개월 전
y_50_005,전주 마리 - 터미널점,j*****,"전주 출장이라 이용했어요~ 오픈한지 좀 지난듯 하지만 모두 깨끗합니다. 프리미엄 룸 정말넓어요~ 1층에 조식으로 커피, 정수기, 생수, 음료, 컵라면, 삶은계란 등 넉넉히 준비되어 있어 좋습니다. 근처에 배달 가능한곳도 많아 금방 도착하고, 7/11편의점도 가까워서 좋네요~^^ 사장님도 친철하시네요~ 티비커서 좋구요, 넷플릭스, 디즈니, 워이브 시청도 만족합니다. 에어컨도 천장형이라 깔끔하고, 트롬 스타일러 관리도 나쁘지 않네요~ 다만 콘센트 수가 좀 적어요~ 주차장도 넓은점 좋습니다.",4,9일 전
y_50_006,전주 마리 - 터미널점,강렬하고문학적인유흥,"숙소에 도착하자마자 깔끔하고 세련된 인테리어가 눈에 들어와 기분이 정말 좋았습니다. 사진보다 실제가 더 예뻤고, 청결 상태도 완벽해서 안심하고 머물 수 있었어요. 침대는 푹신하고 포근해서 하루 종일 피로가 싹 풀리는 기분이었습니다. 에어컨, 드라이기, 수건, 세면도구 등 기본적인 편의 시설도 모두 갖춰져 있어서 따로 준비할 필요 없이 편리하게 이용할 수 있었고, 와이파이도 빨라서 업무와 영상 시청에 전혀 불편함이 없었습니다. 위치 또한 관광지와 가까워 도보로 이동하기에 아주 좋았고, 근처에 맛집과 마트, 카페가 있어 정말 편리했어요. 무엇보다 호스트분의 친절한 응대와 빠른 피드백이 인상적이었고, 체크인과 체크아웃도 매우 수월하게 진행되어 전체적으로 만족스러운 숙박이었습니다. 다음에 다시 방문하고 싶은 숙소로 기억에 남을 것 같아요. 주변 지인들에게도 꼭 추천하고 싶습니다.",5,1개월 전
y_50_007,전주 마리 - 터미널점,마르마르망,"전주에 자주 가는데 마리도 몇 번 방문했었네요! 항상 만족하는 곳입니다. 청결상태도 정말 좋고 평일에 가서 그런지 좋은룸으로 주신거같아요! 프론트 직원분도 친절하시고 무엇보다 스낵바가 따로 있어 조식 챙겨먹기도 편하고, 중간중간 내려와서 배채우기 정말 좋아요😀 커피도 센스있게 얼음도 준비되어 있어서 아아로 마실 수 있는게 정말 최고네요👍🏻 수압도 세고 일회용품 제공해주시는게 너무 좋아요! 그리고 수건 넉넉히 비치되어 있어서 그게 좋았습니다:) 다음에도 방문할게요! 재방문의사 1000%입니다😍",5,1개월 전
y_50_008,전주 마리 - 터미널점,블루스콜피온,"여행하면서 제일 중요한것이 잠 잘곳이 아닌가 싶어요.미리 준비하는 스타일이라 여기저기 많이 검색해봤어요.그러다 포착된 곳이 바로 전주 마리호텔 터미널점.지붕이 있는 넓은 주차장이 있고 1층 로비에는 컵라면에 시리얼,삶은 계란,쥬스두종류,헛개음료까지 마련되어 있어서 넘 좋았어요.먹는건 아무때나 가능해서 더좋았네요.객실은 넓어서 여러명이 묵어도 무난할들듯 해요.75인치 티비에 엘지 스타일러,공기청정기,넓은 욕조는 덤이네요.입욕제도 마련되어 있어서 지친 여행객들이 편히 쉴수 있어요.침대 매트리스가 푹신해서 누우면 금세 잠이 들어요.마약침대같아요.주변에는 맛좋은 식당들이 즐비해요.편의점은 호텔입구에 있어요.여러모로 참 이용하기 편리한 숙소에요.다시 이용하고 싶어져요.",5,26일 전
y_50_009,전주 마리 - 터미널점,머루4,전주 시외버스터미널 근처에 있는 깔끔하고 깨끗한 숙소에요. 근처 모텔중 시설이나 서비스 면에서는 탑급이에요. 주차장도 넓어서 주차도 편하고 객실상태도 청결하고 난방도 잘해줘요. 욕실에는 입욕제도 있어서 피로풀기도 딱이에요. 스낵바에는 토스트 컵라면 시리얼 삶은계란 음료수 등이 상시 비치돼 있어 굳이 외부 음식 조달 안해도 될 정도에요. 다만 아쉬운 점은 대실 마감 30분전쯤에 퇴실독촉 전화 주시는데 좀 불편하더라구요. 입실 시간보다 미리 들어간 것도 아니고 숙박 입실 시간 가까워지니 그럴수 있겠다 생각들더라도 요즘 퇴실 준비하라고 미리 전화주는곳 묵은적이 거의 없었는데 시간 오버한것도 아니고 좀 불쾌했어요,4,6개월 전
y_50_010,전주 마리 - 터미널점,한강우동면발,"여태 전주 와본 숙소중에 가장 청결하고 넓고 정리 잘되어 있고, 신경 쓴 티가 나는 숙소같아요. 지금 머무는 중에 너무 마음에 들어서 바로 씁니다. 앞으로 전주 숙소는 여기로만 와야겠어요",5,1일 전
