id,name,nickname,review_content,rating,write_date
y_115_001,전주 핀앤핏하우스,동구라미메타몽,처음 이용해봤는데 구정문이랑 가까워서 편했고요~~ 친절하십니다 대실 5시간에 위치도 그렇고 이정도 가격이면 가성비 대박인 것 같습니다 시설 및 인테리어도 되게 깔끔하고 청결했어용 앞으로 자주 이용할 것 같아요~~ 일단 위치도 위치인데 가격도 가성비 있어서 쉬다갈 때 좋을 것 같아요 그리고 뭐 두고 갔는데 이틀 뒤에 찾으러 갔어도 잘 찾아주십니당 분실 걱정 없어서 좋아요~~~ 그리고 구정문에 있는 수준이다보니 배달 음식 안시켜도 될 정도로 가게들이 많고 가까워서 그것도 굿입니당,4,2개월 전
y_115_002,전주 핀앤핏하우스,동구라미메타몽,구정문이랑 가까워서 근처 가게들이랑 놀거리 엄청 많고 위치가 사기입니당 대실도 5시간인데 늦게까지 퇴실 가능해서 가성비 굿인 것 같아요 서비스 친절하시고 청결 상태도 나쁘지 않았습니당 인테리어나 시설 괜찮았고 깔끔한 느낌이었어요 피곤할 때 쉬다가기 딱 좋은 것 같습니당 앞으로 자주 이용할 것 같아요 이 근처에 가격이며 청결이며 위치며 이만한 곳 찾기 힘든데 진짜 최고인 것 같습니당~~ 편하게 잘 이용하고 왔어요 앞으로도 자주 이용하겠습니당~~ 진짜 위치가 사기인 것 같아용,4,2개월 전
y_115_003,전주 핀앤핏하우스,20대망고,"전북대학교 근처 숙박 시설을 찾던 중 전주 핀앤핏하우스를 발견하게 되었습니다. 가격 대비 만족스러운 시설을 원했는데, 사진에서 보인 것처럼 깔끔하고 위치도 좋아보여 예약을 결정했습니다. 실제로 도착해보니 기대 이상으로 깔끔하게 정리되어 있었고, 방 안도 아늑하고 쾌적해서 첫 인상부터 좋았습니다. 무엇보다 전북대학교는 물론, 주변 편의시설이나 음식점들과의 접근성이 뛰어나서 이동에 불편함이 전혀 없었고, 늦은 시간에도 안전하게 다닐 수 있어 좋았습니다. 온수도 잘 나오고 수압도 세서 샤워할 때 불편함이 없었고, 수건, 샴푸, 바디워시 같은 기본 세면도구도 넉넉하게 준비되어 있어서 따로 챙겨오지 않아도 될 정도였습니다. 숙소 내 와이파이도 빠르고 안정적이어서 간단한 업무를 보거나 넷플릭스를 시청하는 데도 무리가 없었고, 조용한 환경 덕분에 편하게 휴식을 취할 수 있었습니다. 다음에 전주를 방문하게 된다면 재방문하고 싶은 곳으로 기억에 남을 것 같고, 전북대 근처 숙박을 찾는 분들께도 자신 있게 추천드릴 수 있는 곳입니다.",5,2개월 전
y_115_004,전주 핀앤핏하우스,창숭2,가격대비 시설이 좋습니다.. 가격도 저렴한데 욕조도 있습니다. 숙소도 꽤 넓어서 둘이 자기 좋습니다. TV도 큽니다. 와이파이 넷플릭스도 됩니다. 재방문 의사 만땅입니다 자주 이용할게요 항상 청결유지 해주세요 따뜻하고 너무 좋습니다^^ 가격대비 시설이 좋습니다.. 가격도 저렴한데 욕조도 있습니다. 숙소도 꽤 넓어서 둘이 자기 좋습니다. TV도 큽니다. 와이파이 넷플릭스도 됩니다. 재방문 의사 만땅입니다 자주 이용할게요 항상 청결유지 해주세요 따뜻하고 너무 좋습니다^^,4,17일 전
y_115_005,전주 핀앤핏하우스,나직나직한튀김,회사에서 전주로 이틀 출장와서 묵었던 숙소인데 전체적으로 깔끔하고 가격도 착해서 가성비가 좋았습니다. 방에 컴퓨터와 ott가능한 큰 티비도 좋았고 조명도 너무어둡지도 밝지도 않아서 부담이 안됬습니다. 숙박업체를 자주가는 업이라 본이아니게 많이가봐서 비교해보니 방냄새나 에어콘필터청소 그리고 화장실 청결함 같은게 매우 잘되있던 편이였습니다 굿굿 👍 😎 가끔 방에 비품이 없거나 컴퓨터 스피커가 안들리고 핸드폰 춤전기가 망가진곳도 있긴하지만 모든방이 그러진않고 충분히 납득할수있는 정도라 저는 이곳을 다른분께 추천합니닷 ♨️,5,10일 전
y_115_006,전주 핀앤핏하우스,백일데이트숙박찾는남자,사장님이 너무 친절하시고 청결도 깨끗한편이였어요 방에 문제가 있어서 말씀드리니 그방은 정비해야된다고 안파신다는말씀이 좋았네여 여기 단점은 암막커튼인데 암막이 한 70프로만 되는거같아요 개인적으로 거의 90프로 이상 암막인곳을 좋아해서 조금 아쉬웠습니다 아침에 빛들어와서 잠을 제대로 못잔거 빼고는 나머지는 만족하는편입니다 재방문은 가격 저렴하면 또 올거같습니다 가성비는 좋은폄이지만 다음번에는 다른곳 갈 거 같습니다 그래도 충분히 잘 쉬다갑니다용~~,5,9개월 전
y_115_007,전주 핀앤핏하우스,미흡한생선묵,사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여 사장님이 친절하고 깨끗해여,3,9개월 전
y_115_008,전주 핀앤핏하우스,꼬물공주,청소가 잘 되어있어요 방이 따뜻해서 좋습니다 창이 깨끗하고 햇빛이 잘 들어와 답답한 느낌이 전혀 없어요 넷플릭스 켜는 법을 몰라 못봣지만 다른 플랫폼이 있어 사용했습니다 근처에 맛집이 많아 배달이 잘 되어 좋아요 저희 금암피순대 먹엇네용 Tv가 크고 화질이 좋아 쉬기 좋고 주변에 놀게 많아 접근성이 좋습니다 방 분위기가 환하고 밝아서 좋았습니다. 냄새도 안나요!! 화장실 휴지가 정말 두툼하고 업소용이 아니라 부드럽습니다. 또한 화장실이 넓고 깨끗하고 따뜻한 물이 바로바로 나와 너무 좋았어요!,4,5개월 전
y_115_009,전주 핀앤핏하우스,료오타,숙소 깨끗하고 잘 쉬다 가요,4,28일 전
y_115_010,전주 핀앤핏하우스,감자122,잘 쉬다가 갑니다 화장실이랑 거실 조명이 자꾸 깜빡거리긴 했는데 확인해주세요 불 켜놓으면 깜빡 거리더라구요 그거 말고는 가격도 좋고 친절하셔서 잘 쉬다가 갑니다! 잘 쉬다가 갑니다 화장실이랑 거실 조명이 자꾸 깜빡거리긴 했는데 확인해주세요 불 켜놓으면 깜빡 거리더라구요 그거 말고는 가격도 좋고 친절하셔서 잘 쉬다가 갑니다! 잘 쉬다가 갑니다 화장실이랑 거실 조명이 자꾸 깜빡거리긴 했는데 확인해주세요 불 켜놓으면 깜빡 거리더라구요 그거 말고는 가격도 좋고 친절하셔서 잘 쉬다가 갑니다!,5,11개월 전
y_115_011,전주 핀앤핏하우스,영준준영,"숙소가 깨끗하고 향기도 좋아요! 청소가 잘 되어 있었습니다. 방도 진짜 따뜻하고 침대도 편해서 잠이 솔솔 왔습니다! 가격도 좋고, 위치도 너무 좋았습니다! 주인분도 친절하셔서 좋았습니다!",5,4개월 전
y_115_012,전주 핀앤핏하우스,포항박사,후기가 막 엄청 좋은건 아니라서 큰 기대를 하고 가진 않았는데… 정말 좋네요 ㅎ 숙소가 약간 깔끔한 가정집 오피스텔 그런 느낌이에요 뭔가 모텔 느낌이 아니고 정말 깔끔한 좋은 오피스텔 느낌이라서 정말 편안하고 안락하게 쉬다가요 ㅎㅎㅎ 앞으로도 전주 여행 오면 여기ㅏㄴ만 찾게 될거 같네요 ㅎㅎ 전북대 술집 골목들바로 앞에 있어서 대리 부를 필요없이 술한잔 하고 바로 숙소 들어가면 되서 너무 좋았습니다 ㅎㅎㅎ 전북대쪽에서 술약속 있으신분들은 꼭 여길 가시기를 강추드립니다 최고에요,5,4개월 전
