id,name,review_content,rating,write_date
yeogi_accom_002_1681,글로스터호텔 전주,전주한옥마을 놀러와서 급하게 잡은거라 여기뿐이 안남아있어서 예약한건데 아무리선택권이 없었어두ㅠ 방에 화장실가는부분이 신발신고 가야하는데 실내화도 없고 욕실슬리퍼도없고 빗도없고 주차는 또 인식이안돼서 3번 대기타고ㅠ 진짜별로네요ㅠ 먼지가 테이블위에 다보이는 방에ㅠ,0,1년 전
yeogi_accom_002_1682,글로스터호텔 전주,서비스도 친절하고 객실컨디션도 좋았습니다 아직 부대시설은 이용할 수 없는점이 아쉬웠지만 그덕에 싸게 좋은 숙소에서 묵은거 같네요,5,1년 전
yeogi_accom_002_1683,글로스터호텔 전주,한옥마을까지 도보 20분거리라 위치도 적절하고 룸 컨디션도 깔끔하고 좋아요 ,5,1년 전
yeogi_accom_002_1684,글로스터호텔 전주,이렇게 깨끗하고 좋은 숙소는 처음입니다 프론트도 정말 친절하시고 최고예요 정말 좋아요,5,1년 전
yeogi_accom_002_1685,글로스터호텔 전주,가성비 좋아요  한옥마을에서 가깝고직원응대도 친절하고 그런데 컵이 안닦은건지 덜닦은건지 커피 이물질이 묻어있어서 설거지해서 사용했어요 침대 베개가 한개씩뿐이라 좀 낮은거 말곤 괜츈,3,1년 전
yeogi_accom_002_1686,글로스터호텔 전주,물 온도가 좀 아쉬웠습니다,4,1년 전
yeogi_accom_002_1687,글로스터호텔 전주,편하게 잘있다가 갑니다,3,1년 전
yeogi_accom_002_1688,글로스터호텔 전주,호텔내부 및 객실 깔끔햇어요,5,1년 전
yeogi_accom_002_1689,글로스터호텔 전주,서비스는 좋으나 부족한게 많아요,3,1년 전
yeogi_accom_002_1690,글로스터호텔 전주,위치도 좋고 하루 묵기는 괜찮았습니다침구도 편하고 깨끗했어요그런데 창문이나 창문 모기장객실 바닥은너무 더러웠어요테이블 의자도ㅠ청소만 깨끗했으면 좋겠어요,3,1년 전
yeogi_accom_002_1691,글로스터호텔 전주,깔끔하고 편안해서 좋았어요,5,1년 전
yeogi_accom_002_1692,글로스터호텔 전주,가오픈 기간이라 그런지 미흡한 부분이 눈에 보였어요,3,1년 전
yeogi_accom_002_1693,글로스터호텔 전주,객리단길도 한옥마을도 남부시장도 가까워서 좋았어요,5,1년 전
yeogi_accom_002_1694,글로스터호텔 전주,깨끗하고  잠도   푹  잘자고  왔습니다  전주가면  무조검  여기로,5,1년 전
yeogi_accom_002_1695,글로스터호텔 전주,깔끔하고 좋았습니다,5,1년 전
yeogi_accom_002_1696,글로스터호텔 전주,깔끔하니 좋습니다전주 호텔,4,1년 전
yeogi_accom_002_1697,글로스터호텔 전주,깔끔하고 직원분들도 친절해서 좋았어요,5,1년 전
yeogi_accom_002_1698,글로스터호텔 전주,아주편안하게 잘쉬었습니다,5,1년 전
yeogi_accom_002_1699,글로스터호텔 전주,너무 친절하시고 가성비 숙소입니다,5,1년 전
yeogi_accom_002_1700,글로스터호텔 전주,깔끔하고 좋아요 매번 전주 갈때마다 글러스터에서 묵어요 가족단위로 많이들 오시더라구요,5,1년 전
yeogi_accom_002_1701,글로스터호텔 전주,가족여행으로 좋았습니다,5,1년 전
yeogi_accom_002_1702,글로스터호텔 전주,가성비 갑담에 전주오면 또 들를게요,5,1년 전
yeogi_accom_002_1703,글로스터호텔 전주,깔끔하고 좋아요 다시 오고싶은 곳입니다,5,1년 전
yeogi_accom_002_1704,글로스터호텔 전주,청소상태별루고방음이안되요,2,1년 전
yeogi_accom_002_1705,글로스터호텔 전주,금액대비 훌륭한 호텔입니다,5,1년 전
yeogi_accom_002_1706,글로스터호텔 전주,체크인이 3시인건 알겠는데 그 시간을 지키겠다고 투숙객들을 로비에 길게 줄서게 만드는게 너무 불편하고 볼썽사나왔습니다 이럴거면 차라리 번호표를 나눠주고 순서에 맞게 체크인하는게 좋겠습니다,2,1년 전
yeogi_accom_002_1707,글로스터호텔 전주,리뉴얼하다만 느낌입니다  외관만 한건지ㅋ 가구도 다 그대로인것 같네여 가격대비 괜찮아요,2,1년 전
yeogi_accom_002_1708,글로스터호텔 전주,좋았는데 에어컨에서 소리가 나서 좀 신경쓰였어요ㅠㅠ그것 말고는 전부 다 좋았습니다,4,1시간 전
