id,name,review_content,rating,write_date
yeogi_accom_014_16158,전주 더케이,잠자기 적당합니다 주차장이불편,3,1년 전
yeogi_accom_014_16159,전주 더케이,사진과는 청결도가 좀달라요,2,2년 전
yeogi_accom_014_16160,전주 더케이,시설은 오래된듯 가격은 저렴 청소는  영 ,2,1년 전
yeogi_accom_014_16161,전주 더케이,잘 쉬었습니다,3,5년 전
yeogi_accom_014_16162,전주 더케이,그냥 자기 괜찮았어요,3,5년 전
yeogi_accom_014_16163,전주 더케이,안좋은 리뷰 안적는데이곳은 정말 심해서 적습니다리뷰 몇개만 봐도 알겠지만 담배쩐내 진짜심하구요왜 심했는지 이유를 보여주듯 방에 담배꽁초가 있더라구요후공청도 없고 정말실내 흡연자들만 가면 좋을거같은곳입니다,1,1년 전
yeogi_accom_014_16164,전주 더케이,직원교육 똑바로시키세요 기분개별루임 마스크끼세요,0,3년 전
yeogi_accom_014_16165,전주 더케이,일요일날 35000원이여서 방문을 했는데 좀많이 실망을 했당 티비는커서좋았으나 뭔가 구석구석이 더럽다고 느껴졌기 때문이다 그래서 사실 만원만 더내고 좀더 깨끗한곳으로 갈껄 하는 아쉬움이 있었다,2,4년 전
yeogi_accom_014_16166,전주 더케이,좋아요,3,2년 전
yeogi_accom_014_16167,전주 더케이,그냥 그저그랬음게이밍가 아닌 것 같음,2,2년 전
yeogi_accom_014_16168,전주 더케이,급하게 잡은 숙소인데건물 외관보고 사실 실망햇지만 내부가 좋으면 괜찮겟지 햇어요근데 방 들어가자 마자 담배쩐내가진짜 수십년 지난듯한 냄새 깜짝놀랏어요진심 개심해요  100000000000그리고 세면대 물 더럽게 안내려가요 개빡침 진짜 담배냄새 개충격 안잊혀짐,2,2년 전
yeogi_accom_014_16169,전주 더케이,방 들어오자마자 담배냄새 쩔음 불친절 에어워시 사용해도 담배 냄새 때문에 필요 없음,0,1년 전
yeogi_accom_014_16170,전주 더케이,좋았어요 푹 쉬다가요,3,1년 전
yeogi_accom_014_16171,전주 더케이,인테리어 깔꿈하고 가격 좋고 티비 크고 다 너무 좋았어요ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ근데 자다가 여자친구가 소리질러서 깜짝 놀라서 깼는데 엄청 바퀴벌레가 머리 옆에있었어요 제가 휴지로 잡고 자리 바꿔서 자긴했는데 자는 내내 찝찝했어요 세스콤 부르셔야할거 같아요 사장님,2,2년 전
yeogi_accom_014_16172,전주 더케이,푹 잘 쉬다 왔어요,2,1년 전
yeogi_accom_014_16173,전주 더케이,객실에서 담배쩐내도저히 못있겠어서 30분만에 나옴,3,1년 전
yeogi_accom_014_16174,전주 더케이,꼼꼼하게 청소해야할거같습니다,3,3년 전
yeogi_accom_014_16175,전주 더케이,처음에외관보고 흠칫했는데 나쁘지않아요,2,3년 전
yeogi_accom_014_16176,전주 더케이,방충망  화장실에서 토냄새 올라와여 ㅠ,2,1년 전
yeogi_accom_014_16177,전주 더케이,게임하러는 가지마세요침대 시트랑 베개도 깨끗하진 않았어요,2,1년 전
yeogi_accom_014_16178,전주 더케이,저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다저렴하게 잘 쉬어갑니다,3,2년 전
yeogi_accom_014_16179,전주 더케이,카운터에 아주머니한분계세요  그답친절하진않으세요,3,3년 전
yeogi_accom_014_16180,전주 더케이,전주 노랭방 업소 모텔 호텔 먹지촌 내안에형성되어있으며 옆모텔과 같이 운영하는지주차장을 옆 모텔과 공유하고있으며 모텔은오래되어 내안 입구 엘레베이터부터 곰팡이냄새가 좀 납니다 모텔 리모델링이 필요합니다,2,4년 전
yeogi_accom_014_16181,전주 더케이,음 가성비 굿 주차편함,2,1년 전
yeogi_accom_014_16182,전주 더케이,들어가기전부터 무슨 혹시나해서 들어갔더니 역시나그래도 돈 아까워서 샤워는 했는데도저히 못잘것같아서 30분만에 나왔네요사진에 속지마시고리뷰에 속지마세요ㅠ,0,1년 전
