y_137_001,전주 MOMENT708,유쾌하고깔끔한해운대,제가 묵었던 객실은 깔끔하고 아늑한 분위기였어요 전체적으로 관리가 잘 되어 있다는 인상을 받았습니다 침구류도 깨끗했고 어메니티도 잘 구비되어 있어서 불편함 없이 이용할 수 있었어요 특히 좋았던 점은 객실 내에 작은 테이블과 의자가 있어서 간단한 다과를 즐기거나 노트북으로 작업하기에도 좋았다는 거예요 서비스 체크인 체크아웃 시 직원분들이 친절하게 응대해주셨습니다 문의사항에도 상세하게 답변해주셔서 기분 좋게 머물 수 있었어요 아쉬웠던 점 혹은 고려할 점 음 크게 아쉬웠던 점은 없었지만 혹시 차량을 이용하시는 분들이라면 주차 공간이 아주 넓지는 않으니 미리 확인해보시는 게 좋을 것 같아요 물론 저는 대중교통을 이용해서 큰 불편함은 없었습니다,5,2025-07,y,긍정,"제가 묵었던 객실은 깔끔하고 아늑한 분위기였으며, 전체적으로 관리가 잘 되어 있었습니다. 침구류도 깨끗했고 어메니티도 잘 구비되어 있어 불편함 없이 이용했습니다. 특히 객실 내 작은 테이블과 의자가 있어 간단한 다과나 노트북 작업에 좋았습니다. 체크인/체크아웃 시 직원분들이 친절하게 응대해 주셨고, 문의사항에도 상세히 답변해 주셔서 기분 좋게 머물 수 있었습니다. 크게 아쉬운 점은 없었지만, 차량 이용 시 주차 공간이 아주 넓지는 않으니 미리 확인해 보는 것이 좋을 것 같습니다."
y_137_002,전주 MOMENT708,크림밍밍,집근처에 있는곳이라 지나다니면서 보긴 했었는데 숙박할 일은 없었거든요 근데 주말에 서신동에 숙소를 알아보다가 보는데 가격이 괜찮아서 예약하고 방문해봤어요 주차장은 야외로 되어있어서 편했고 옆쪽 갓길에도 주차라인이 되어있어서 걱정없었구요 방에 들어갔는데 일랑일랑 디퓨져 향이 확 느껴지는게 기분이 좋더라구요 일반 모텔이 아닌 펜션에 놀러온 기분이 들었어요 옷걸이나 조명 등등 인테리어들이 감성적인 느낌이라 너무 예쁘고 맘에 들어서 기분좋게 묵을 수 있었어요 로비에 토스트를 해먹을 수 있는 공간과 아이스크림을 제공해주는 곳이 있습니다,5,2025-07,y,긍정,"집 근처라 지나다니며 보긴 했지만 숙박할 일은 없었습니다. 주말에 서신동 숙소를 알아보던 중 가격이 괜찮아 예약하고 방문했습니다. 야외 주차장이 넓고 갓길에도 주차 라인이 있어 편리했습니다. 방에 들어서자마자 일랑일랑 디퓨저 향이 기분 좋게 느껴졌습니다. 일반 모텔이 아닌 펜션에 놀러 온 기분이 들었고, 옷걸이나 조명 등 인테리어가 감성적이고 예뻐서 기분 좋게 묵을 수 있었습니다. 로비에 토스트와 아이스크림을 제공하는 공간도 있습니다."
y_137_003,전주 MOMENT708,가나가라마다가,여행으로 왔는데 터미널 근처에 있어서 접근성이 좋아요 외관은 연식이 있어 보이지만 내부는 청소나 관리가 잘 된듯하고 침대가 매우 푹신하여 잠은 잘 잤습니다 다만 근처에 도로가 바로 있어서 창문을 여신다면 소음이 있는 편이라 유의하셔애 합니다 버스가 잘 되어있어서 시내까지 폌하게 이동할 수 있어 좋구 대학로가 근처에 있어서 맛집투어나 카페 가시기에도 좋아요 학교가 산책하기에 잘 되어있으니 한번 가보시는거 추천드립니다 숙소가 전반적으로 좋아 재방문 의사 있어요,5,2025-06,y,긍정,"여행으로 왔는데 터미널 근처라 접근성이 좋았습니다. 외관은 연식이 있어 보이지만 내부는 청소 및 관리가 잘 되어 있었고, 침대가 매우 푹신하여 잠을 잘 잤습니다. 다만 근처에 도로가 있어 창문을 열면 소음이 있으니 유의해야 합니다. 버스가 잘 되어 있어 시내까지 편하게 이동할 수 있었고, 대학로가 근처에 있어 맛집 투어나 카페 방문에 좋았습니다. 학교가 산책하기 좋게 되어 있어 가보시는 것을 추천합니다. 숙소가 전반적으로 좋아 재방문 의사가 있습니다."
y_137_006,전주 MOMENT708,U랑나랑,위치가 대로변에 있어서 찾기는 쉽습니다 카운터 층에 아이스크림 있어서 한개씩 갖다 먹을 수 있는데 객실 냉장고는 냉동은 안 되어서 바로 먹어야 합니다 창문 살짝 열어두셔서 환기는 되어 있었고 전체적으로 깔끔한 편이었습니다 가운도 있고 세탁이 된 듯 아무 향 없고 이용하기에 괜찮았습니다 온수는 수압은 괜찮은데 온도가 올라가기까지는 좀 시간이 걸렸네요 최고 온도도 그다지 많이 뜨겁지는 않았습니다 넷플릭스가 잘 안 되는 이슈가 있었는데 시간을 들였지만 잘 해결되었습니다,4,2025-05,y,중립,"위치가 대로변이라 찾기 쉬웠습니다. 카운터 층에 아이스크림이 있어 가져다 먹을 수 있었지만, 객실 냉장고는 냉동이 안 되어 바로 먹어야 했습니다. 창문이 살짝 열려 있어 환기가 되어 있었고 전체적으로 깔끔했습니다. 가운도 세탁이 잘 되어 있었고 향이 없어 사용하기 괜찮았습니다. 온수는 수압은 괜찮았지만 온도가 올라가기까지 시간이 좀 걸렸고, 최고 온도도 많이 뜨겁지는 않았습니다. 넷플릭스에 문제가 있었지만 시간을 들여 해결했습니다."
y_137_008,전주 MOMENT708,아라민찐마미,전주의 덕진동에 위치한 본 숙소는 관광 명소 및 흥미로운 레스토랑과 가깝습니다 체크인은 부터이며 체크아웃은 까지입니다 예약 시 얼리 체크인 또는 레이트 체크아웃을 요청할 수 있으나 이용 가능 여부는 숙소 여건에 따라 결정됩니다 지정된 시간 전이나 후에 체크인 또는 체크아웃하는 경우 추가 요금이 발생할 수 있습니다 덕진동에 위치한 모먼트 은는 와과 같은 멋진 쇼핑 장소와 가깝습니다,5,2025-05,y,중립,"전주 덕진동에 위치한 이 숙소는 관광 명소 및 레스토랑과 가깝습니다. 체크인은 15시부터, 체크아웃은 11시까지이며, 얼리 체크인 또는 레이트 체크아웃 요청 시 추가 요금이 발생할 수 있습니다. 덕진동에 위치한 모먼트는 쇼핑 장소와 가깝습니다."
y_137_009,전주 MOMENT708,아라민찐마미,전주모멘트 모텔은 위치가 아주 좋아서 전주 시내 주요 관광지를 둘러보기에 정말 편리했습니다 건물 외관부터 내부까지 깔끔하게 잘 관리되어 있는 느낌이었고 체크인 과정도 빠르고 친절하게 진행되어 첫인상이 좋았어요 객실도 생각보다 넓고 정돈이 잘 되어 있었고 침구도 포근하고 청결해서 위생적인 부분에서도 높은 점수를 주고 싶습니다 무엇보다 조용해서 쉬기에 최적의 환경이었고 불편한 소음 없이 편안하게 하루를 보낼 수 있었어요 하지만 아쉬운 점도 있었습니다 객실 내부가 너무 추워서 밤새 꽤 불편했습니다 히터가 작동은 했지만 온도가 쉽게 올라가지 않았고 따뜻해지기까지 시간이 오래 걸리더라고요 겨울철이나 날씨가 쌀쌀할 때에는 난방 부분에 조금 더 신경 써주시면 좋을 것 같아요 그 점만 제외하면 전반적으로 만족스러운 숙박이었고 난방 문제만 개선된다면 다음에도 재방문하고 싶습니다,3,2025-06,y,중립,"전주 모먼트 모텔은 위치가 매우 좋아 전주 시내 주요 관광지를 둘러보기에 편리했습니다. 건물 외관부터 내부까지 깔끔하게 관리되어 있었고, 체크인 과정도 빠르고 친절하여 첫인상이 좋았습니다. 객실도 생각보다 넓고 정돈이 잘 되어 있었으며, 침구도 포근하고 청결하여 위생적인 면에서 높은 점수를 주고 싶습니다. 조용하여 쉬기에 최적의 환경이었고, 불편한 소음 없이 편안하게 하루를 보낼 수 있었습니다. 하지만 객실 내부가 너무 추워 밤새 불편했습니다. 히터가 작동은 했지만 온도가 쉽게 올라가지 않았고, 따뜻해지기까지 시간이 오래 걸렸습니다. 겨울철이나 쌀쌀할 때 난방 부분에 더 신경 써주시면 좋을 것 같습니다. 그 점만 제외하면 전반적으로 만족스러운 숙박이었고, 난방 문제만 개선된다면 다음에도 재방문하고 싶습니다."
y_137_011,전주 MOMENT708,청포도색아이,전주 백화점 건너편쪽으로 가면 나오는 병원 바로 옆입니다 위치가 위치인지라 너무 쉽게 찾아갈 수 있으며 건물 뒷편로도 주차장이 넓게 있어 대실이든 숙박이든 편하게 주차 할 수 있습니다 북대에 위치하고 있는 대부분 식당에서 포장이나 배달해 먹기에 가까워 시간도 얼마 안걸리고 편리합니다 사람 많은 덕진동에서 편하게 쉬면서 데이트하기에도 좋고 대실 시간도 널널하여 좋습니다 추천드립니다 재방문 의사 있습니다 다음에 또 방문하겠습니다 번창하세여 감사합니다,4,2025-04,y,긍정,"전주 백화점 건너편 병원 바로 옆에 위치하여 매우 쉽게 찾아갈 수 있습니다. 건물 뒷편에 넓은 주차장이 있어 대실이나 숙박 시 편리하게 주차할 수 있습니다. 북대 근처 식당에서 포장이나 배달이 가까워 시간도 절약되고 편리합니다. 사람 많은 덕진동에서 편하게 쉬면서 데이트하기 좋고, 대실 시간도 넉넉하여 좋습니다. 추천하며, 재방문 의사가 있습니다. 다음에 또 방문하겠습니다. 번창하세요. 감사합니다."
y_137_015,전주 MOMENT708,아라민찐마미,혼자서도 가성비는 물론 전객실 넷플릭스로 다시보기 또는 영화 감상이 가능하여 심심할틈이 없는 호텔을 추천드립니다 바로 모먼트 모텔입니다 전주고속터미널 근처 도보 분거리로 전주 주요지점 및 관광지와의 이동이 수월한 모텔 업무 및 관광에 최고의 편의를 자랑하고 있습니다 심플깔끔 청결한 객실 신축급 숙소에서 참 전기장판도 있어서따스히 하루 출장 잘 지냈습니다 층엘레비터는 없어요현대식 입니다 아이스크림은 카운터앞에 있더라고요 주변에 식당 편의점도 많아서여행이나 출장 숙소 장소로 무난했습니다,5,2025-05,y,긍정,"혼자서도 가성비는 물론, 전 객실 넷플릭스로 다시보기 또는 영화 감상이 가능하여 심심할 틈이 없는 모먼트 모텔을 추천합니다. 전주 고속 터미널 근처 도보 5분 거리로 전주 주요 지점 및 관광지와의 이동이 수월하여 업무 및 관광에 최고의 편의를 자랑합니다. 심플하고 깔끔하며 청결한 객실의 신축급 숙소였고, 전기장판도 있어 따뜻하게 하루 출장을 잘 보냈습니다. 2층 엘리베이터는 없으며 현대식입니다. 아이스크림은 카운터 앞에 있었습니다. 주변에 식당과 편의점도 많아 여행이나 출장 숙소로 무난했습니다."
y_137_016,전주 MOMENT708,나는성인,방에서 담배냄새가 나긴 했는데 환기하고 나니 괜찮은 거 같아서 다음에 또 이용할 것 같아요,4,2025-06,y,긍정,방에서 담배 냄새가 나긴 했지만 환기하고 나니 괜찮아서 다음에 또 이용할 것 같습니다.
y_137_019,전주 MOMENT708,조이쭌,아늑하고 따뜻한 느낌이있고 주변에 도로가있지만 상가는 없아서 조용해서 좋아요 객실도 깨끗하고 아주 맘에들어요,4,2025-06,y,긍정,"아늑하고 따뜻한 느낌이며, 주변 도로에도 상가가 없어 조용합니다. 객실도 깨끗하여 매우 만족합니다."
