id,name,review_content,rating,write_date
yeogi_accom_101_001,전주 MH HOTEL 중화산동점,모던하고 따뜻한 인테리어에 청결 상태도 깔끔했어요 담배냄새도 안나고 방음도 잘 되서 좋았습니다 안내데스크 직원분도 너무 친절하시네요근처 관광지들과 거리가 가까워서 이동하기 편했고 12분 거리에 편의점약국올리브영도 있어서 간식이나 비상약 사러 나가기 좋았어요주차공간도 넓어서  마음 편하게 주차 할 수 있었어요여행중에 컨디션 나빠지면 돌아다니기 힘든데이 숙소는 전기장판안마기가 있어서 컨디션 관리하기 좋았어요 스타일러로 옷 컨디션까지 관리 할 수 있어서 깔끔한 여행할 수 있었습니다,5,2개월 전
yeogi_accom_101_002,전주 MH HOTEL 중화산동점,저렴한 가격이지만 방 안이 깔끔하고 위치가 좋았어요 객리단길까지는 도보로 20분 정도 거리에 있고 근처에 스타벅스 맥도날드 등 있을게 다 있어 편리한 곳입니다객실 내 테이블과 의자가 잘 갖춰져있어 근처에서 포장이나 배달로 식사하기 좋았습니다 화장실 역시 깔끔하게 잘 관리되고 있지만 뜨거운 물을 사용할때 수압이 약해지는 부분은 조금 아쉬웠습니다건물 내 주차장이 조금 좁긴 하나 차량이 몰리는 경우 사장님께서 차키를 받아 주차장 내 차량 관리를 하십니다 전체적으로 봤을때 한옥마을에서 차량으로 10분 정도 거리에 위치해있으면서 근처에 편의시설이 다 갖춰진 가성비 숙소라 추천드립니다 ,5,2개월 전
yeogi_accom_101_003,전주 MH HOTEL 중화산동점,전에 이용해보구 좋아서 또 이용위치가 좋아요주변에 식당가도 많고 카페도 있고식사해결하기 넘 좋고 배달시킬곳도 많았기에다시왔는데이번방은 저번과 룸 컨디션이 넘 달랐어요스타일러부근쪽 조명쪽에 거미줄이 늘어져있고이불은 먼지가 좀 많이 묻어있더라구요글구 샤워 후 물이 너무 안빠져서 한강이 됩니다 ㅠㅠ 그리고 온수쓸때는 수압이 약해요그거빼곤 다른점은 좋았네요아 주차공간이 여유있진않은듯요올때마다 낮이건 저녁이건 만차예요,4,1개월 전
yeogi_accom_101_004,전주 MH HOTEL 중화산동점,처음 방문했는데 사진과 동일한 방 상태였고 깔끔하고 좋았어요 대실 이용했는데 만족스럽게 잘 쉬었습니다 담배냄새 안나서 좋았고 다음에도 방문하고 싶어요 방음은 기억이 잘 안나는데 복도 옆방 청소하는 소리 살짝 들린거 말고는 괜찮았던 것 같아요욕실은 자그마한 편이고 주차장은 협소해서 사장님이 키 맡겨달라고 하셨어요 대실하면서 차키 맡긴 적은 처음이라 또잉하긴 했어요평일 낮에 방문했는데 사장님이 방 업그레이드 해주셨어요 감사해용중화산동에서 괜찮은 곳 찾은 것 같아요 주차 빡센 주말만 아니면 자주 이용할 것 같아요,5,29일 전
yeogi_accom_101_005,전주 MH HOTEL 중화산동점,모든 객실이 금연이라 좋았어요 통창이 있길래 망설이지 않고 예약했던 이유도 큽니다 도착했을땐 주차 별무리없이 널널해서 여유있게 주차했는데 아침에 출근길에 나와보니 만차가 되어있네요 702호 배정 받았는데 역시 통창으로 막힘뷰없이 시원시원했네요 밤에 잘때는 얇은 커튼 하나만 살짝 쳐놓고 잤어요 룸컨디션 깔끔히 아주 좋았고 룸들어갔을때 살짝 추웠는데 히터틀고 하니 금세 괜찮아지더라구요 통창이라 약간 추운감이 없지않았나 잘때는 전기장판 있으니 따숩게 잘 잤어요저녁에 근처에 있는 숯불구이집 갔는데 참나물 겉절이에 꼼장어 목살 닭구이 닭발은 무한 흡입했어요 전주 출장올때마다 느끼는거지만 잘먹고 잘 자고 항상 만족스럽네요같이 출장온 일행방 업그레이드해주셔서 감사드려요 전주 출장이 또 생긴다면 재방문의사 100 ,5,4개월 전
yeogi_accom_101_001,전주 MH HOTEL 중화산동점,모던하고 따뜻한 인테리어에 청결 상태도 깔끔했어요 담배냄새도 안나고 방음도 잘 되서 좋았습니다 안내데스크 직원분도 너무 친절하시네요근처 관광지들과 거리가 가까워서 이동하기 편했고 12분 거리에 편의점약국올리브영도 있어서 간식이나 비상약 사러 나가기 좋았어요주차공간도 넓어서  마음 편하게 주차 할 수 있었어요여행중에 컨디션 나빠지면 돌아다니기 힘든데이 숙소는 전기장판안마기가 있어서 컨디션 관리하기 좋았어요 스타일러로 옷 컨디션까지 관리 할 수 있어서 깔끔한 여행할 수 있었습니다,5,2개월 전
yeogi_accom_101_002,전주 MH HOTEL 중화산동점,저렴한 가격이지만 방 안이 깔끔하고 위치가 좋았어요 객리단길까지는 도보로 20분 정도 거리에 있고 근처에 스타벅스 맥도날드 등 있을게 다 있어 편리한 곳입니다객실 내 테이블과 의자가 잘 갖춰져있어 근처에서 포장이나 배달로 식사하기 좋았습니다 화장실 역시 깔끔하게 잘 관리되고 있지만 뜨거운 물을 사용할때 수압이 약해지는 부분은 조금 아쉬웠습니다건물 내 주차장이 조금 좁긴 하나 차량이 몰리는 경우 사장님께서 차키를 받아 주차장 내 차량 관리를 하십니다 전체적으로 봤을때 한옥마을에서 차량으로 10분 정도 거리에 위치해있으면서 근처에 편의시설이 다 갖춰진 가성비 숙소라 추천드립니다 ,5,2개월 전
yeogi_accom_101_003,전주 MH HOTEL 중화산동점,전에 이용해보구 좋아서 또 이용위치가 좋아요주변에 식당가도 많고 카페도 있고식사해결하기 넘 좋고 배달시킬곳도 많았기에다시왔는데이번방은 저번과 룸 컨디션이 넘 달랐어요스타일러부근쪽 조명쪽에 거미줄이 늘어져있고이불은 먼지가 좀 많이 묻어있더라구요글구 샤워 후 물이 너무 안빠져서 한강이 됩니다 ㅠㅠ 그리고 온수쓸때는 수압이 약해요그거빼곤 다른점은 좋았네요아 주차공간이 여유있진않은듯요올때마다 낮이건 저녁이건 만차예요,4,1개월 전
yeogi_accom_101_004,전주 MH HOTEL 중화산동점,처음 방문했는데 사진과 동일한 방 상태였고 깔끔하고 좋았어요 대실 이용했는데 만족스럽게 잘 쉬었습니다 담배냄새 안나서 좋았고 다음에도 방문하고 싶어요 방음은 기억이 잘 안나는데 복도 옆방 청소하는 소리 살짝 들린거 말고는 괜찮았던 것 같아요욕실은 자그마한 편이고 주차장은 협소해서 사장님이 키 맡겨달라고 하셨어요 대실하면서 차키 맡긴 적은 처음이라 또잉하긴 했어요평일 낮에 방문했는데 사장님이 방 업그레이드 해주셨어요 감사해용중화산동에서 괜찮은 곳 찾은 것 같아요 주차 빡센 주말만 아니면 자주 이용할 것 같아요,5,29일 전
yeogi_accom_101_005,전주 MH HOTEL 중화산동점,모든 객실이 금연이라 좋았어요 통창이 있길래 망설이지 않고 예약했던 이유도 큽니다 도착했을땐 주차 별무리없이 널널해서 여유있게 주차했는데 아침에 출근길에 나와보니 만차가 되어있네요 702호 배정 받았는데 역시 통창으로 막힘뷰없이 시원시원했네요 밤에 잘때는 얇은 커튼 하나만 살짝 쳐놓고 잤어요 룸컨디션 깔끔히 아주 좋았고 룸들어갔을때 살짝 추웠는데 히터틀고 하니 금세 괜찮아지더라구요 통창이라 약간 추운감이 없지않았나 잘때는 전기장판 있으니 따숩게 잘 잤어요저녁에 근처에 있는 숯불구이집 갔는데 참나물 겉절이에 꼼장어 목살 닭구이 닭발은 무한 흡입했어요 전주 출장올때마다 느끼는거지만 잘먹고 잘 자고 항상 만족스럽네요같이 출장온 일행방 업그레이드해주셔서 감사드려요 전주 출장이 또 생긴다면 재방문의사 100 ,5,4개월 전
