id,name,review_content,rating,write_date
yeogi_accom_100_001,전주 비지니스 호텔 궁,1위치접근성시외터미널 바로 뒤임시내버스정류장이랑 도보 3분정도도보전용 룸으로 굉장히 저렴한 가격으로 예약함자차 없어도 전혀 불편함 없음6층으로 주셨는데 창문열면 탁트인 시티뷰임2주변편의편의점식당 바로 근처에 많음3인테리어시설새건물은 아니지만 관리상태 괜찮음객실에 들어갔을때 담배냄새 전혀안나고 쾌적했음안마의자 까지 갓벽면봉화장솜스킨로션 세세한벗까지 일회용 어메니티 있어서 몸만 가도 될정도침대 폭신하고특히 침구랑 수건 깨끗했음4관리 및침구청소상태 양호함5비품욕실에 샴푸린스바디워시1회용 치약비누 가본곳 중에 어메니티 종류별로 꼼꼼하게 있기로는 최고6소음개실에 손님 있던것 같은데 너무조용했음7총평평일에 이 가격에 이런 퀄리티가성비 가심비 둘다 최고1층에 빵 다양하게 있어서 체크인할때 챙겨먹고체크아웃할때도 야무지게 챙겨서 속까지 든든했어요8 재방문의사카운터분도 굉장히 친절하시고재방문의사 200프로임,4,1개월 전
yeogi_accom_100_002,전주 비지니스 호텔 궁,득템한 느낌이네요 고속터미널 옆에 이런 곳이 있을 줄 몰랐습니다 터미널 근처라서 비쌀 줄 알았는데 가격도 착하고 가격이 착하면 상태가 안좋을 줄 알았는데 기대이상입니다 물론 낙후된 느낌이 들지만 담배냄새 안나고 깔끔합니다 궁에 예약했는데 주차 자리가 없어서 문의했더니 바로 앞의 에 주차 직원분이 에 숙소를 줌 두 모텔이 같은 사장님 같습니다 직원분도 친절하시고넓은 침대에 베개 4개 생수2개 음료수2개 화장실과 샤워실 분리 세면대 따로 특이한건 충전기가 벽에 매달려 있다는 것 그리고 퇴실시간이 오후2시 140까지 영화보고 나왔네요 쉬러 왔는데 정말 푹쉬고 갑니다 다음에 또 오겠습니다,5,1개월 전
yeogi_accom_100_003,전주 비지니스 호텔 궁,엄청 깨끗하고 친절한곳 입니다갑자기 출장오게되서 잡은 모텔인데 주변 모텔은 오래되고 낡은 건물인 방면 여기는 실내외 정말 괜찮은 모텔입니다거기에 가성비까지 가격도 엄청 저렴하고 주차시설도 잘되있어서 출장오면 또 들려야하는 곳중 한곳입니다화장실 깨끗하고 수압 아주 좋습니다침대커버나 방 청소가 아주 깔끔히 되있고 사용감 없는새로운 시트 깔려있어서 아주 좋습니다 티비도 다른 주변 모텔에 비해 큰티비에 까지 이용할수 있어서 혼자 사용하는 방에서 심심하지 않게 영화까지 볼수 있어서 아주좋습니다 주변 모텔 가서 실망하지 마시고 여기 꼭예약해서 숙박 추천드립니다 다음에 또 오겠습니다 잘 사용하고 갑니다,5,2개월 전
yeogi_accom_100_004,전주 비지니스 호텔 궁,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,4,8일 전
yeogi_accom_100_005,전주 비지니스 호텔 궁,데스크직원 친절합니다외관에비해 내부 청결하구요 암막잘되고 티비커요 가능가격저렴  가성비좋고 주차편리 접근성좋음재방문의사있음데스크직원 친절합니다외관에비해 내부 청결하구요 암막잘되고 티비커요 가능가격저렴  가성비좋고 주차편리 접근성좋음재방문의사있음데스크직원 친절합니다외관에비해 내부 청결하구요 암막잘되고 티비커요 가능가격저렴  가성비좋고 주차편리 접근성좋음재방문의사있음 ,4,1개월 전
yeogi_accom_100_006,전주 비지니스 호텔 궁,충분한 어메니티 만족했습니다 그리고 편안한 휴식을 주는 안락한 매트리스 좋았습니다 또한 욕조가 있어 반신욕을 할 수 있어서 괜찮았습니다 한주의 피로가 풀리는것 같아요 스산한 환절기임에도 아늑하게 객실 내 난방과 전기장판이 있어 따뜻하게 쉬었고요객실 청소 상태 또한 만족했는데요 머리카락 하나 보이지 않을 정도로 청결했습니다넷플릭스 티빙 웨이브 디즈니 왓챠 까지 돌아가면서 재미있게 잘 시청도 하였고요큰 화면으로 봐서 그런지 더욱 즐거웠습니다감사합니다,4,1개월 전
yeogi_accom_100_007,전주 비지니스 호텔 궁,엄청 깨끗하고 친절한곳 입니다갑자기 출장오게되서 잡은 모텔인데 주변 모텔은 오래되고 낡은 건물인 방면 여기는 실내외 정말 괜찮은 모텔입니다거기에 가성비까지 가격도 엄청 저렴하고 주차시설도 잘되있 어서 출장오면 또 들려야하는 곳중 한곳입니다화장실 깨끗하고 수압 아주 좋습니다침대커버나 방 청소가 아주 깔끔히 되있고 사용감 없는새로운 시트 깔려있어서 아주 좋습니다 티비도 다른 주변 모 텔에 비해 큰티비에 까지 이용할수 있어서 혼자 사용하는 방에서 심심하지 않게 영화까지 볼수 있어서 아주좋습니다주변 모텔 가서 실망하지 마시고 여기 꼭예약해서 숙박 추천드립니다 다음에 또 오겠습니다 잘 사용 하고 갑니다,5,2개월 전
yeogi_accom_100_008,전주 비지니스 호텔 궁,본인 돈내고 출장 오는 분들에게 강력추천1 예약할때 설명에보면 궁엑스오 랜덤 배정이라고 되어있는데 해당 명칭은 각각 건물 이름입니다 각 건물이 마주보고있으며 제가 묵었던 엑스오는 구식 건물이구요 궁은 신식건물같았어요 방은 안들어가봐서 모르겠네요2 담배냄새 안나는 방으로 달라고했고 정말 방에서 담배냄새는 안났어요3 아무리 평일이라지만 26000원에 이만한 방 크기에서 묵는다는건 정말 대단한거같아요4 넷플 등 가 있어서 편했어요 근데 웨이브는 없으니 사진 참조해주세요5 화장실과 욕실은 분리가 되어있구요6 어메니티도 칫솔 치약 폼클렌징 포함 기본으로 제공됩니다7 인상적이었던건 장기간 에어컨을 사용하지않을시에 사진과같이 커버로 덮어놓는다는 점 먼지 예방 8 엑스오는 여자친구랑 같이 올 시설은 아닌거같구요 남자들끼리 잠만자러 온다거나 업무차 본인돈으로 출장오신분들에 한해서 강력추천이에요 근데 엑스오만 이렇지 궁은 왠지 시설 좋을거같네요 9 샤워기 수압 및 화장실 변기 물내림은 10 방바닥에도 불이들어와서 온화했습니다11 사장님 친절했어요12 다음에 방문하게되면 그땐 궁으로 배정해달라고 해야겠어요잘 쉬었다 갑니다,4,3개월 전
yeogi_accom_100_009,전주 비지니스 호텔 궁,여자친구와 여행와서 이용한 숙소인데 전체적으로 깔끔했던 숙소에요 첫째로 방음이 잘 돼서 수면시 방해 받지 않아서 참 좋았습니다 또 침구류 상태도 괜찮았고 화장실도 깔끔해서 좋았습니다 또 금연 객실이라 담배냄새도 나지 않아서 좋았 습니다 직원분이 고객 응대도 친절하게 해주셔서 기분좋게 이용할 수 있었습니다 기본 어매니티들도 퀄리디가 괜찮아서 편하게 사용 할 수 있었습니다 주변에도 편의점이나 밥집들 이 있어서 이용하리 편했어요 앞으로 이용할 기회가 생긴다 면 또 이용할 것 같아요,5,1개월 전
yeogi_accom_100_010,전주 비지니스 호텔 궁,가성비좋은숙소입니다여기어때회원이어서쿠폰까지할인받았어요침대커버베게커버이불이하얀색이어서일단믿음이가더라구요넷플릭스도볼수있어서숙소에있는동안혼자서지루하지않게잘때까지멀볼지고민안하고영화감상을즐길수있었어요시내와근접하고있어서도보로조금이동하면주변에식당이있어서식사를해결하기도좋았어요전주에이정도가격으로이정도퀄리티는찾기힘들거같네요재방문의사있습니다,4,5일 전
yeogi_accom_100_011,전주 비지니스 호텔 궁,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
yeogi_accom_100_012,전주 비지니스 호텔 궁,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
yeogi_accom_100_013,전주 비지니스 호텔 궁,위치  전주 시외버스 터미널 고속버스 터미널 근처 골목접근성이 좋아서 예약해봤는데 일단 방은 생각보다 많이 노후화 됐더라구요 특히나 화장실이 조금 오래된 숙박업소의 느낌을 받았습니다ㅠㅠ그치만 일단 사장님이 너무 친절하셨구요로비 옆에 꽈배기가 있는데 2개씩 가져가라고 간식으로 구비해두셨는데 소소한 거지만 기분 좋은 감동이였고 진짜 너무 맛있었습니다방은 전반적으로 깔끔해서 좋았고 추운날 따뜻하게 준비되어 있어서 편안하게 쉬다가 왔습니다특히나 여행온 분들이 차 없이도 편하게 오갈 수 있는 위치라 강추에요,4,4개월 전
yeogi_accom_100_014,전주 비지니스 호텔 궁,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
